Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
no_wkills_01154b23	f	Aren't you a bit too happy about fighting?	game/chapters/ch1.rpy	96	f "[what]"
no_wkills_7030990f	st	Oh, well... I just can't help it, y'know? I'm pretty good at the whole "fighting evil" thing!	game/chapters/ch1.rpy	98	st "[what]"
no_wkills_65f2c93d	st	Well, compared to everything else...	game/chapters/ch1.rpy	99	st "[what]"
no_wkills_445e17de	b	I see someone needs a boost to their ego!	game/chapters/ch1.rpy	101	b "[what]"
boost_ego_40b0f007	b	No worries, Stoneman! You are a capable person outside of fights too!	game/chapters/ch1.rpy	110	b "[what]"
boost_ego_de211f84	st	Haha... wow, uh... thanks, Bolt! You know, you're not too bad yourself-	game/chapters/ch1.rpy	112	st "[what]"
boost_ego_026b790b	m	Enough with the flirting!	game/chapters/ch1.rpy	113	m "[what]"
boost_ego_c97b0992	b	...flirting? I'm not...!	game/chapters/ch1.rpy	115	b "[what]"
make_joke_7c3630cf	b	You should make a rock garden. So that you can grow {i}boulder{i}!	game/chapters/ch1.rpy	122	b "[what]"
make_joke_2f6fffcf	f	Oh god why...	game/chapters/ch1.rpy	123	f "[what]"
make_joke_ca973d8e	m	That wasn't funny at all...	game/chapters/ch1.rpy	124	m "[what]"
make_joke_1354ae67	st	Haha! Oof... I felt that one...	game/chapters/ch1.rpy	126	st "[what]"
make_joke_c95f17ed	b	Sorry guys!	game/chapters/ch1.rpy	127	b "[what]"
wkills_45954fff	f	Bolt...she...	game/chapters/ch1.rpy	133	f "[what]"
wkills_26b10a9a	b	Later, Frostbite!	game/chapters/ch1.rpy	135	b "[what]"
wkills_5c3a4e29		I snap at her and she takes a step back.	game/chapters/ch1.rpy	136	"[what]"
wkills_d0c83174	st	What is going on?	game/chapters/ch1.rpy	138	st "[what]"
wkills_7b5331b8	b	Nothing.	game/chapters/ch1.rpy	140	b "[what]"
warehouse3_2301863e	m	Done! I've hacked and disabled their alarms. You should be able to open the doors without alerting their headquarters.	game/chapters/ch1.rpy	146	m "[what]"
warehouse3_b9d5583e	st	Good job, Mia! Thank you!	game/chapters/ch1.rpy	148	st "[what]"
warehouse3_20eaf047	m	...don't worry about it... I'm just doing my job...	game/chapters/ch1.rpy	149	m "[what]"
warehouse3_5df55b4a	f	Let's continue with the mission! The sooner we can find the package, the less risk we run into Dawn.	game/chapters/ch1.rpy	150	f "[what]"
warehouse3_66075518		Dawn is a supervillain team. Our enemies. There are three of them, and lately we've run into them way too often.	game/chapters/ch1.rpy	151	"[what]"
warehouse3_ec616d15		Unlike those guards they pose a real threat. I hate to admit it but their superpowers equal our own.	game/chapters/ch1.rpy	152	"[what]"
warehouse3_d4800f9f		We enter the building. Boxes are piled upon boxes all the way to the ceiling.	game/chapters/ch1.rpy	154	"[what]"
warehouse3_ca311349	b	That's a lot of packages! How do we find the right one?	game/chapters/ch1.rpy	156	b "[what]"
warehouse3_075a6096	m	The measurements are 31 x 23 x 26 inches. Weight should be around 4 pounds...	game/chapters/ch1.rpy	157	m "[what]"
warehouse3_01ae4a1b	st	Most boxes here are around this size.	game/chapters/ch1.rpy	159	st "[what]"
warehouse3_8c3c6d56	f	The packages are marked by letters and numbers... do we know what signature we are looking for?	game/chapters/ch1.rpy	160	f "[what]"
warehouse3_3d67c323	m	C15467YZ. I'll send it to your holo watches.	game/chapters/ch1.rpy	161	m "[what]"
warehouse3_643719d9	b	Hopefully there is some pattern to the way things are organized here.	game/chapters/ch1.rpy	162	b "[what]"
warehouse3_6e4849f1	st	Let's spread out. I'll take the right side, Bolt you take the left and Frostbite the back.	game/chapters/ch1.rpy	163	st "[what]"
warehouse3_f273e2bb	f	Alright.	game/chapters/ch1.rpy	164	f "[what]"
warehouse3_65178217	b	On it, leader.	game/chapters/ch1.rpy	165	b "[what]"
warehouse3_81a01c83	m	And I'll look for some sort of inventory document. There must be one. It will be classified for sure. Hopefully I can crack it quickly.	game/chapters/ch1.rpy	166	m "[what]"
warehouse3_c8904eb3	st	Good luck everyone.	game/chapters/ch1.rpy	167	st "[what]"
warehouse3_e8432b23		I open the holo display of my watch. It glows a warm orange hue and shows the signature above my wrist.	game/chapters/ch1.rpy	170	"[what]"
warehouse3_d04831c1		Looking at it I compare it to the labels on the boxes, trying to find a pattern.	game/chapters/ch1.rpy	171	"[what]"
warehouse3_a20cefa7		...	game/chapters/ch1.rpy	173	"[what]"
warehouse3_5a678838		It takes me a while but finally I figure out how the warehouse is organized. If I'm right the package is not on my side.	game/chapters/ch1.rpy	175	"[what]"
warehouse3_dc5d3dee	b	Found the inventory document. Now to crack this... I need some time.	game/chapters/ch1.rpy	176	b "[what]"
warehouse3_9dee25a4		I turn to rejoin the others and to talk to them about the pattern I found.	game/chapters/ch1.rpy	177	"[what]"
warehouse3_188cd38c		Just then I hear the sounds of fighting from Frostbite's side of the warehouse.	game/chapters/ch1.rpy	178	"[what]"
warehouse3_744802e4		I run there as quickly as I can. When I'm closer I realise what is going on immediately.	game/chapters/ch1.rpy	179	"[what]"
warehouse3_2733bdc9		The red and black uniforms of Dawn flash before my eyes.	game/chapters/ch1.rpy	180	"[what]"
warehouse3_2a396156		It's our enemies... why again? We were so quiet and efficient!	game/chapters/ch1.rpy	181	"[what]"
warehouse3_fd3c96f1	ma	Take this, you bitch!	game/chapters/ch1.rpy	183	ma "[what]"
warehouse3_bfa72658		The chains that Magno, the leader of Dawn, manipulates in the air hit Frostbite straight in the chest.	game/chapters/ch1.rpy	184	"[what]"
warehouse3_52da98da		He manipulates gravity and for some reason he likes to fight with those clunky metal chains.	game/chapters/ch1.rpy	185	"[what]"
warehouse3_b88b714d	f	Oof!	game/chapters/ch1.rpy	186	f "[what]"
warehouse3_cf231d3b		Frostbite grabs her arm. She's hurt but it seems she can still fight. It's not that bad, at least we can heal quickly.	game/chapters/ch1.rpy	187	"[what]"
warehouse3_80ebc966	b	Frostbite!	game/chapters/ch1.rpy	189	b "[what]"
warehouse3_02e5f421		I run closer and phase the last stretch, appearing behind Magno. I jab him with my paralyser.	game/chapters/ch1.rpy	190	"[what]"
warehouse3_4c5643a0		The chains try to wrap around me but I teleport again before I'm caught.	game/chapters/ch1.rpy	193	"[what]" with woosh
warehouse3_155e6a43	st	Dawn!	game/chapters/ch1.rpy	195	st "[what]"
warehouse3_f39c7180		Stoneman runs up to us but before he can join the fight, a spray of bullets hit in front of his feet.	game/chapters/ch1.rpy	197	"[what]"
warehouse3_7218f5e3	sn	I will be your opponent today!	game/chapters/ch1.rpy	200	sn "[what]"
warehouse3_bc461705		That's Snapshot, whose superpower is high accuracy. She shot the ground on purpose to stop Stoneman.	game/chapters/ch1.rpy	201	"[what]"
warehouse3_e56d3c5b		She could have hit him square in the chest if she wanted to.	game/chapters/ch1.rpy	202	"[what]"
warehouse3_b8316497	st	Very well.	game/chapters/ch1.rpy	203	st "[what]"
warehouse3_98327433		Both Magno and Snapshot are here, so that only leaves...	game/chapters/ch1.rpy	206	"[what]"
warehouse3_c491acd8	sh	Hello, Bolt.	game/chapters/ch1.rpy	208	sh "[what]"
warehouse3_18498581		I hear his voice behind me. Shadow. As usual he wanted to be unseen, hidden in the darkness. Even I didn't notice him.	game/chapters/ch1.rpy	209	"[what]"
duck_c33a65d8		His attacks are usually predictable. His strength lies in his ability to wrap shadows around himself and disappear from sight.	game/chapters/ch1.rpy	218	"[what]"
duck_6a9860b6		I hope for the best, quickly ducking as a fist flies a mere inch above my head.	game/chapters/ch1.rpy	220	"[what]"
duck_9af1c144		But before I can react, I feel him kick my legs out from under me.	game/chapters/ch1.rpy	221	"[what]" with hit
duck_f291748f	sh	What, not giving me a challenge today? Why are you not being serious?	game/chapters/ch1.rpy	223	sh "[what]"
duck_ec552152	b	That was a lucky shot!	game/chapters/ch1.rpy	225	b "[what]"
phase_165dbacc		Expecting the blow I quickly phase out further away.	game/chapters/ch1.rpy	229	"[what]" with woosh
phase_9a264eae		I whirl around and indeed Shadow is standing there, his fist where my head was a moment ago.	game/chapters/ch1.rpy	230	"[what]"
phase_6683fbcd	sh	I see you are in top form.	game/chapters/ch1.rpy	232	sh "[what]"
phase_c2844714	b	Always.	game/chapters/ch1.rpy	234	b "[what]"
warehouse4_1812a6c1		He is an opponent I enjoy fighting with. Both physically and with words.	game/chapters/ch1.rpy	238	"[what]"
warehouse4_717b44b6		Wait... why am I happy to see the enemy?	game/chapters/ch1.rpy	239	"[what]"
warehouse4_32c9ba93		Shadow hides in darkness again. Meanwhile Magno and Frostbite are fighting it out.	game/chapters/ch1.rpy	241	"[what]"
warehouse4_63d6f518	m	I know where the package is. It's not far away from Frostbite's location.	game/chapters/ch1.rpy	242	m "[what]"
warehouse4_8ccbd541		We all hear Mia's voice right in our ears through the communication devices.	game/chapters/ch1.rpy	243	"[what]"
warehouse4_4e4cedf6	st	She can't secure it now that Dawn is here. We should abort the mission.	game/chapters/ch1.rpy	245	st "[what]"
warehouse4_53c77546	b	No! I can cover Frostbite while she grabs the box!	game/chapters/ch1.rpy	246	b "[what]"
warehouse4_ffa4dc97	st	Are you sure? It's dangerous!	game/chapters/ch1.rpy	248	st "[what]"
warehouse4_8c35cc25	b	It will be fine.	game/chapters/ch1.rpy	249	b "[what]"
warehouse4_cdc52844	st	Ok, if you say so. Bolt, cover Frostbite. Frostbite, grab the package.	game/chapters/ch1.rpy	251	st "[what]"
warehouse4_7dc535fe		We both confirm receiving orders. I phase in closer to Frostbite and try to get Magno's attention off her.	game/chapters/ch1.rpy	256	"[what]"
warehouse4_8ad9fa17		I zap Magno with my paralyser and Frostbite starts running to acquire the box.	game/chapters/ch1.rpy	258	"[what]" with flash
warehouse4_78b170b3	ma	Not so fast, you bitch!	game/chapters/ch1.rpy	259	ma "[what]"
warehouse4_386182dd	b	Hey I'm right here! I'm the one you have to fight now!	game/chapters/ch1.rpy	260	b "[what]"
warehouse4_54ed5b46		But as I see Frostbite find the right package and start pulling it out, Shadow appears behind her, ready to punch.	game/chapters/ch1.rpy	263	"[what]"
warehouse4_15201682		I teleport there as quickly as I can and zap him in the back. He turns around and throws a kick at me, which I dodge.	game/chapters/ch1.rpy	265	"[what]" with flash
warehouse4_85432652		Only to get smashed hard in my kidney by Magno's chains.	game/chapters/ch1.rpy	267	"[what]" with hit
warehouse4_61c05271	b	Ouch!	game/chapters/ch1.rpy	269	b "[what]"
warehouse4_46445e5a	f	I've got the package! I'm getting out of here, cover me!	game/chapters/ch1.rpy	270	f "[what]"
warehouse4_bd9a451c		As Frostbite runs past Shadow she freezes his boots to the ground so he can't follow.	game/chapters/ch1.rpy	271	"[what]"
warehouse4_0e105e85		Before I can phase out, Magno wraps his chains around me.	game/chapters/ch1.rpy	272	"[what]"
warehouse4_671f257d		He tightens them to the point that I feel like they are going to crush my lungs.	game/chapters/ch1.rpy	273	"[what]"
warehouse4_1ea02002		One end of the chain is wrapped around my throat.	game/chapters/ch1.rpy	277	"[what]"
warehouse4_d701c7ef		I can't use my powers while being in such close contact with the abilities of another super.	game/chapters/ch1.rpy	278	"[what]"
warehouse4_e7103f18		Snapshot is getting closer and closer to the door, not noticing what is going on. Stoneman is occupied too.	game/chapters/ch1.rpy	279	"[what]"
warehouse4_94a054ad		I can't breathe...!	game/chapters/ch1.rpy	280	"[what]"
warehouse4_c3d6367b		I look through my teary eyes at Shadow. He's looking at me with determination and... pain...	game/chapters/ch1.rpy	284	"[what]"
warehouse4_3d6be0c9		He breaks out of Frostbite's hold. Her powers grow weaker the further she is from the target and now she's almost at the door.	game/chapters/ch1.rpy	285	"[what]"
warehouse4_19f23179	sh	Stop it, Magno! You're killing her!	game/chapters/ch1.rpy	287	sh "[what]"
warehouse4_18a854c6		He is... concerned about me? But... he's on the opposite side of the fight?	game/chapters/ch1.rpy	288	"[what]"
warehouse4_87d59755	ma	So what! The bitch can die for all I care! She is our enemy!	game/chapters/ch1.rpy	289	ma "[what]"
warehouse4_aa7ddea2	sh	Since when are we murderers?!	game/chapters/ch1.rpy	290	sh "[what]"
warehouse4_6d67f266		They are fighting over me. But Magno does not loosen the chains and I start losing consciousness.	game/chapters/ch1.rpy	291	"[what]"
warehouse4_802c60d3		I can't believe it when I see Shadow punching Magno. The chains fall to the ground.	game/chapters/ch1.rpy	293	"[what]" with hit
warehouse4_c07118da	st	Bolt!	game/chapters/ch1.rpy	296	st "[what]"
warehouse4_6a554150		Stoneman's concerned face comes into my view. He takes me in his arms and starts running to the exit.	game/chapters/ch1.rpy	297	"[what]"
warehouse4_762512f2		That's the last thing I remember before I passed out, exhausted.	game/chapters/ch1.rpy	299	"[what]"
warehouse4_c73684e1	m	That was beyond stupid!	game/chapters/ch1.rpy	304	m "[what]"
warehouse4_776d7ed8	a	I have to agree with Mia.	game/chapters/ch1.rpy	305	a "[what]"
warehouse4_93f61dff	ba	But the mission was a success.	game/chapters/ch1.rpy	306	ba "[what]"
warehouse4_89696a59	a	At what cost! Rene, she...	game/chapters/ch1.rpy	307	a "[what]"
warehouse4_66d1aa20		I come to my senses to see the rest of my team arguing about me.	game/chapters/ch1.rpy	308	"[what]"
my_idea_6098fc27	r	Guys... it was my idea.	game/chapters/ch1.rpy	316	r "[what]"
my_idea_035f052b	a	Not your brightest moment.	game/chapters/ch1.rpy	317	a "[what]"
my_idea_1964e687	ba	Come on now, Alicia. Don't talk down to her. She knows we have her back.	game/chapters/ch1.rpy	319	ba "[what]"
snap_alicia_6990b233	r	At least I'm brave enough to do my job, Alicia.	game/chapters/ch1.rpy	323	r "[what]"
snap_alicia_0512dffe	a	Your job isn't to die.	game/chapters/ch1.rpy	324	a "[what]"
snap_alicia_b1557c18	ba	Calm down, you two.	game/chapters/ch1.rpy	325	ba "[what]"
scene2_ca3f0ab5	r	As Bastion said, it made the mission a success. I can take a bit of pain for the team.	game/chapters/ch1.rpy	330	r "[what]"
scene2_1abe49e8		But man, does my whole body hurt. Ouch.	game/chapters/ch1.rpy	331	"[what]"
scene2_902e36d3	a	No one asked you go to that far, you self-sacrificing idiot!	game/chapters/ch1.rpy	332	a "[what]"
scene2_84558d1a	r	What did you say?!	game/chapters/ch1.rpy	334	r "[what]"
scene2_c479d02e	ba	Alicia! We should praise Rene for thinking seriously about the mission, not calling her names!	game/chapters/ch1.rpy	336	ba "[what]"
scene2_2e5f9a40	r	You're just jealous that it was my idea that made this whole mission a success.	game/chapters/ch1.rpy	337	r "[what]"
scene2_2b572d93	a	What?! Are you out of your mind?!	game/chapters/ch1.rpy	338	a "[what]"
scene2_9fab9abb	m	Bastion, you don't seriously believe this is okay...?	game/chapters/ch1.rpy	339	m "[what]"
scene2_31e86c79	ba	No, what Magno did to her is not okay. But... it's all part of the job. We're heroes. This is the price we pay to keep everyone safe.	game/chapters/ch1.rpy	340	ba "[what]"
scene2_9af1734d	a	I can't believe it!	game/chapters/ch1.rpy	341	a "[what]"
scene2_a3e934b7	m	What kind of friend are you?!	game/chapters/ch1.rpy	342	m "[what]"
scene2_0a8eb545	r	Folks, I really am fine...	game/chapters/ch1.rpy	344	r "[what]"
scene2_e0f869f8	a	Don't lie to us!	game/chapters/ch1.rpy	345	a "[what]"
scene2_6db6276b	r	...well I will be tomorrow.	game/chapters/ch1.rpy	346	r "[what]"
scene2_6ac2439e	ba	Hey, there are things expected of us. Certain things we have to uphold, for the good of everyone.	game/chapters/ch1.rpy	347	ba "[what]"
scene2_041ffb34	ba	If we fall short, who knows how many innocent people will get hurt?	game/chapters/ch1.rpy	348	ba "[what]"
scene2_1925b7e8	ba	As leader, I have to make sure we meet these expectations. Because of Rene, we provided.	game/chapters/ch1.rpy	349	ba "[what]"
scene2_33f46fab	ba	Because of the sacrifices we make, people are safe. This discussion is over.	game/chapters/ch1.rpy	350	ba "[what]"
scene2_e71b247d	r	As long as we win, it doesn't matter if I get a bit hurt. It's my own decision to act this way. Please respect it.	game/chapters/ch1.rpy	351	r "[what]"
scene2_e4ce6219	m	Oh God, why...	game/chapters/ch1.rpy	352	m "[what]"
scene2_522f685b	a	This is unbelievable...	game/chapters/ch1.rpy	353	a "[what]"
scene2_1e6d3750	ba	Thank you, Rene.	game/chapters/ch1.rpy	355	ba "[what]"
scene2_f12546fd	r	No problem at all!	game/chapters/ch1.rpy	357	r "[what]"
scene2_e617eac5	a	There's one more thing we have to talk about...	game/chapters/ch1.rpy	362	a "[what]"
scene2_2957cf4e	a	Why did you kill today, Rene?	game/chapters/ch1.rpy	363	a "[what]"
scene2_a605d14c	ba	What?! Kill?!	game/chapters/ch1.rpy	365	ba "[what]"
admit_b49ecd24	r	It's true. I killed.	game/chapters/ch1.rpy	375	r "[what]"
admit_48b1ff28	ba	But... why...?	game/chapters/ch1.rpy	376	ba "[what]"
explain_679f2627	r	Because we have to fight the same guards over and over again. I wanted to hurt Dawn more than usual.	game/chapters/ch1.rpy	389	r "[what]"
explain_c4e2205d		And I enjoyed it. But I won't admit that. They would never understand.	game/chapters/ch1.rpy	390	"[what]"
explain_9f8a88a3	ba	How could you...? Even after everything I said... Rene! Why?!	game/chapters/ch1.rpy	393	ba "[what]"
explain_b4f279a5	ba	That's beyond stupid! Those are human lives you are playing with, Rene!	game/chapters/ch1.rpy	395	ba "[what]"
explain_fe8363ef	r	I don't expect you to understand!	game/chapters/ch1.rpy	397	r "[what]"
explain_978946cb	r	I'm leaving.	game/chapters/ch1.rpy	398	r "[what]"
dont_explain_bbe2f989	r	I don't have to explain myself to you! My reasons are my own!	game/chapters/ch1.rpy	402	r "[what]"
dont_explain_aec526ec	ba	What?! Rene, after everything I said?! How could you! I thought you were... I thought...	game/chapters/ch1.rpy	405	ba "[what]"
dont_explain_7914fb7c	r	...you wouldn't understand anyway.	game/chapters/ch1.rpy	406	r "[what]"
dont_explain_384dbe92	ba	...you're right. I don't plan on making it a habit to understand and sympathize with murderers.	game/chapters/ch1.rpy	408	ba "[what]"
dont_explain_6d1ac1de	ba	I hope you feel proud of yourself, Rene. You just betrayed everything we stood for.	game/chapters/ch1.rpy	409	ba "[what]"
dont_explain_2f24d68a	ba	What?! We're a team! You could at least try to act like you are a part of it!	game/chapters/ch1.rpy	411	ba "[what]"
dont_explain_f902caad	r	You wouldn't understand anyway!	game/chapters/ch1.rpy	412	r "[what]"
dont_explain_c4d9c817	ba	You are right. You don't have to explain yourself because no matter the reason... You're a murder now!	game/chapters/ch1.rpy	413	ba "[what]"
dont_explain_978946cb	r	I'm leaving.	game/chapters/ch1.rpy	414	r "[what]"
lie_4454d23d	r	She's lying! I would never do something like that!	game/chapters/ch1.rpy	419	r "[what]"
lie_25584fe0	a	But... you did it in front of me. Why are you lying?	game/chapters/ch1.rpy	420	a "[what]"
lie_2fe5e1ec	ba	That's quite an accusation, Alicia. I don't believe Rene would kill anyone...	game/chapters/ch1.rpy	422	ba "[what]"
lie_fbadfe7c	a	But she did! She snapped a guard's neck in front of me with her own hands!	game/chapters/ch1.rpy	423	a "[what]"
lie_23d11476	a	And then did it again!	game/chapters/ch1.rpy	425	a "[what]"
lie_f829b4ed	r	I did not!	game/chapters/ch1.rpy	426	r "[what]"
lie_43fd03b4	ba	I... don't know what to say...	game/chapters/ch1.rpy	427	ba "[what]"
lie_978946cb	r	I'm leaving.	game/chapters/ch1.rpy	428	r "[what]"
end_scene2_790bdeaf		I get up and wince. I think I need to take a cab home. I can't walk in this state.	game/chapters/ch1.rpy	432	"[what]"
end_scene2_75a649b9		I'd never admit to how much it hurts. But it feels like I got run over by a truck.	game/chapters/ch1.rpy	433	"[what]"
end_scene2_7bad2f63		I can't go to the hospital as a super. Our powers are a secret from the rest of society. I can't risk being found out.	game/chapters/ch1.rpy	434	"[what]"
end_scene2_c79141b0		I guess I should just sleep it off.	game/chapters/ch1.rpy	435	"[what]"
scene3_8007611d		As soon as I get home I sneak past my parents and collapse on my bed without even changing clothes and fall asleep.	game/chapters/ch1.rpy	441	"[what]"
scene3_5f3719c0		I will regret this tomorrow.	game/chapters/ch1.rpy	442	"[what]"
scene3_b6adbf6d		My dreams are restless. I keep replaying what happened at the warehouse. Magno's eyes staring, that intent to kill, it haunts me.	game/chapters/ch1.rpy	443	"[what]"
scene3_d5406c9f		I noticed how unstable he is but I never thought he would go so far. I have to be careful around him from now on.	game/chapters/ch1.rpy	444	"[what]"
villain_dream_c15f78b2		In my dreams I kill the guard again and again. And I feel...	game/chapters/ch1.rpy	454	"[what]"
villain_dream_913fb273	"I regret what I did today. What has gotten into me? Not only did I kill, I also got into a fight with my friends. This is not me."	I'm not this person... or am I?	game/chapters/ch1.rpy	459	"I regret what I did today. What has gotten into me? Not only did I kill, I also got into a fight with my friends. This is not me." "[what]"
villain_dream_08eec2d8		I feel elated. The strong will rule over the weak. I've proved today that I'm the strong one.	game/chapters/ch1.rpy	466	"[what]"
villain_dream_505efa94		And... I want to do it again. I'm finally being true to myself.	game/chapters/ch1.rpy	467	"[what]"
scene3_2a_b36d4de8		In my dreams, I'm facing down Magno again at the warehouse. His chains lash out at me, and as I brace myself, suddenly...	game/chapters/ch1.rpy	483	"[what]"
scene3_2a_1d291fb7		Bastion!	game/chapters/ch1.rpy	486	"[what]"
scene3_2a_50ac1852	b	Stoneman!	game/chapters/ch1.rpy	488	b "[what]" with hit
scene3_2a_2ef540ee		He crumbles to the ground, but I manage to catch him.	game/chapters/ch1.rpy	489	"[what]"
scene3_2a_420aad4a	st	Bolt... are you okay?	game/chapters/ch1.rpy	491	st "[what]"
scene3_2a_e9a73008	b	Why did you do that?! I... I could've teleported...	game/chapters/ch1.rpy	496	b "[what]"
scene3_2a_0f08658f	st	You're safe, aren't you...? If you'd have gotten hurt, I...	game/chapters/ch1.rpy	497	st "[what]"
scene3_2a_2a97ae21	b	We're supers, Stoneman! I would've... I would've been able to take it! Why did you feel the need to do that?!	game/chapters/ch1.rpy	498	b "[what]"
scene3_2a_3431a0e5	st	As long as I can use my body to keep others safe...	game/chapters/ch1.rpy	499	st "[what]"
scene3_2a_3240e83f		Wait, all that self-sacrificing talk earlier...	game/chapters/ch1.rpy	500	"[what]"
scene3_2a_8748a78a		Does he think this is good?! Me watching him take a beating for me like this?!	game/chapters/ch1.rpy	501	"[what]"
scene3_2a_2ee94a7d	b	Bastion I... yes. I'm fine, thanks to you...	game/chapters/ch1.rpy	505	b "[what]"
scene3_2a_eb7d3e54	st	That's good... I'm glad that you're safe...	game/chapters/ch1.rpy	506	st "[what]"
scene3_2a_60eac55f	b	But... but you didn't have to! I...	game/chapters/ch1.rpy	507	b "[what]"
scene3_2a_31b53ae8	st	I had to. For the mission...	game/chapters/ch1.rpy	508	st "[what]"
scene3_2a_52185057		For the mission...	game/chapters/ch1.rpy	509	"[what]"
scene3_2a_913a440e		He took that for me... because he thinks it's a good thing?	game/chapters/ch1.rpy	510	"[what]"
scene3_2a_end_c5ac154f	st	Sorry Rene, I have to... rest my eyes...	game/chapters/ch1.rpy	514	st "[what]"
scene3_2a_end_6869855c		He begins to fade in my arms. I clutch him close.	game/chapters/ch1.rpy	515	"[what]"
scene3_2a_end_1f07167e	b	Wait! Bastion, I'll get you to safety!	game/chapters/ch1.rpy	517	b "[what]"
scene3_2a_end_8d0d6619		No no no no no... not like this! This is reminding me too much of Mar--	game/chapters/ch1.rpy	519	"[what]"
scene3_2b_6c48ef89		Suddenly I wake up. It sounded like something collided with the window. What's going on? This is the upper floor.	game/chapters/ch1.rpy	526	"[what]"
scene3_2b_7c5624bd		It is painful to move around but I get up and approach the window. I pull the curtain away and...	game/chapters/ch1.rpy	528	"[what]"
scene3_2b_a458523c		Shadow!	game/chapters/ch1.rpy	531	"[what]"
